,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,shamsi,month
71639,IRN,Asia,Iran,2/19/2020,2.0,2.0,1.9387142857142856,2.0,2.0,0.32657142857142857,0.024,0.024,1.2951259842519676,0.024,0.024,0.03497637795275588,1.0029212342184608,281.0045009266614,14.904465184008473,32.31151482767834,60.38577932139994,28.380816220431505,5.716621003379257,327.7601270849881,148.87245671167594,18286.254950495044,189790.0,2.232,0.14620544554455445,26866.558569667075,0.1775228113440197,0.18252142857142858,5.506527093596059,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,0.0,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2653.3118893212277,-4.1308517077388665,2.8213705144833554,-30.95789060971896,1398-11-30,11
71640,IRN,Asia,Iran,2/20/2020,5.0,3.0,3.8774285714285712,2.0,0.0,0.6531428571428571,0.059,0.035,1.1059383202099866,0.024,0.0,0.0336469816272964,1.0029212342184608,280.86325125761186,14.903631321154355,32.30189687416511,60.347624899812985,28.393033532622823,5.7190818819859635,327.8692083664284,148.83980090018534,18128.889851485146,189790.0,2.232,0.1457413366336634,26558.019728729967,0.1765129469790382,0.18252857142857143,5.5064039408867,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,2.78,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2654.483916990921,-4.133138780804151,2.8135278858625163,-31.03342078728923,1398-12-01,12
71641,IRN,Asia,Iran,2/21/2020,18.0,13.0,5.816142857142857,4.0,2.0,0.9797142857142858,0.212,0.153,0.9167506561679772,0.047,0.024,0.03231758530183715,1.0029212342184608,280.7220015885623,14.902797458300238,32.29227892065188,60.30947047822602,28.40525084481414,5.721542760592669,327.9782896478687,148.80714508869474,17971.524752475234,189790.0,2.232,0.1452772277227723,26249.48088779283,0.17550308261405667,0.1825357142857143,5.50628078817734,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,2.78,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2655.655944660614,-4.1354258538694335,2.8056852572416773,-31.108950964859474,1398-12-02,12
71642,IRN,Asia,Iran,2/22/2020,28.0,10.0,7.7548571428571424,5.0,1.0,1.3062857142857143,0.329,0.118,0.7275629921259963,0.059,0.012,0.030988188976377895,1.0029212342184608,280.58075191951275,14.901963595446121,32.28266096713866,60.27131605663905,28.41746815700546,5.724003639199376,328.087370929309,148.77448927720414,17814.159653465336,189790.0,2.232,0.1448131188118812,25940.942046855722,0.17449321824907515,0.18254285714285715,5.50615763546798,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,11.11,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2656.827972330307,-4.137712926934716,2.797842628620838,-31.184481142429746,1398-12-03,12
71643,IRN,Asia,Iran,2/23/2020,43.0,15.0,9.693571428571428,8.0,3.0,1.6328571428571428,0.506,0.176,0.5383753280839869,0.094,0.035,0.02965879265091864,1.0029212342184608,280.4395022504632,14.901129732592004,32.27304301362544,60.2331616350521,28.429685469196777,5.7264645178060825,328.19645221074927,148.7418334657135,17656.79455445544,189790.0,2.232,0.1443490099009901,25632.403205918614,0.17348335388409364,0.18255000000000002,5.50603448275862,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,11.11,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2658.0,-4.14,2.79,-31.26001132,1398-12-04,12
71644,IRN,Asia,Iran,2/24/2020,61.0,18.0,11.632285714285715,12.0,4.0,1.9594285714285715,0.717,0.212,0.34918766404200596,0.141,0.047,0.028329396325459166,1.0029212342184608,280.29825258141386,14.900295869737887,32.26342506011221,60.19500721346513,28.441902781388094,5.728925396412789,328.30553349218957,148.7091776542229,17499.42945544554,189790.0,2.232,0.14388490099009904,25323.864364981506,0.17247348951911212,0.18255714285714286,5.505911330049261,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,11.11,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2629.6428571428573,-4.0371428571428565,2.7600000000000002,-30.926510715714286,1398-12-05,12
71645,IRN,Asia,Iran,2/25/2020,95.0,34.0,13.571,16.0,4.0,2.286,1.117,0.4,0.16,0.188,0.047,0.027,1.0029212342184608,280.1570029123643,14.89946200688377,32.253807106598984,60.156852791878165,28.454120093579412,5.731386275019496,328.41461477362986,148.6765218427323,17342.06435643563,189790.0,2.232,0.14342079207920794,25015.32552404437,0.17146362515413072,0.18256428571428573,5.505788177339902,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,11.11,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2601.285714285714,-3.934285714285714,2.73,-30.593010111428573,1398-12-06,12
71646,IRN,Asia,Iran,2/26/2020,139.0,44.0,19.571,19.0,3.0,2.429,1.635,0.517,0.23,0.223,0.035,0.029,1.0029212342184608,280.01575324331475,14.898628144029653,32.24418915308576,60.11869837029121,28.46633740577073,5.733847153626202,328.52369605507016,148.6438660312417,17184.69925742573,189790.0,2.232,0.14295668316831683,24706.78668310726,0.1704537607891492,0.18257142857142858,5.505665024630542,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,20.37,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2572.9285714285716,-3.831428571428571,2.7,-30.25950950714286,1398-12-07,12
71647,IRN,Asia,Iran,2/27/2020,245.0,106.0,34.286,26.0,7.0,3.429,2.881,1.247,0.403,0.306,0.082,0.04,4.92,279.8745035742652,14.897794281175536,32.23457119957254,60.080543948704246,28.478554717962048,5.736308032232909,328.63277733651046,148.61121021975111,17027.334158415833,189790.0,2.232,0.14249257425742573,24398.247842170153,0.16944389642416768,0.18257857142857142,5.505541871921182,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,20.37,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2544.5714285714284,-3.728571428571428,2.67,-29.92600890285714,1398-12-08,12
71648,IRN,Asia,Iran,2/28/2020,388.0,143.0,52.857,34.0,8.0,4.286,4.563,1.682,0.622,0.4,0.094,0.05,4.61,279.73325390521563,14.896960418321418,32.224953246059314,60.04238952711728,28.490772030153366,5.738768910839616,328.74185861795075,148.57855440826052,16869.969059405936,189790.0,2.232,0.14202846534653468,24089.709001233045,0.16843403205918617,0.1825857142857143,5.505418719211822,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,20.37,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2516.214285714286,-3.6257142857142854,2.64,-29.592508298571428,1398-12-09,12
71649,IRN,Asia,Iran,2/29/2020,593.0,205.0,80.714,43.0,9.0,5.429,6.974,2.411,0.949,0.506,0.106,0.064,4.62,279.5920042361663,14.896126555467301,32.21533529254609,60.00423510553033,28.502989342344684,5.741229789446321,328.85093989939105,148.54589859676992,16712.603960396023,189790.0,2.232,0.14156435643564358,23781.170160295907,0.16742416769420465,0.18259285714285714,5.505295566502463,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,20.37,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2487.8571428571427,-3.5228571428571427,2.61,-29.259007694285714,1398-12-10,12
71650,IRN,Asia,Iran,3/1/2020,978.0,385.0,133.571,54.0,11.0,6.571,11.502,4.528,1.571,0.635,0.129,0.077,4.79,279.45075456711675,14.895292692613186,32.20571733903286,59.96608068394336,28.515206654536,5.743690668053028,328.96002118083135,148.51324278527932,16555.238861386126,189790.0,2.232,0.14110024752475248,23472.6313193588,0.16641430332922313,0.1826,5.505172413793104,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,20.37,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2459.5,-3.42,2.58,-28.92550709,1398-12-11,12
71651,IRN,Asia,Iran,3/2/2020,1501.0,523.0,205.714,66.0,12.0,7.714,17.653,6.151,2.419,0.776,0.141,0.091,4.5,279.3095048980672,14.894458829759069,32.19609938551964,59.927926262356394,28.52742396672732,5.746151546659735,329.06910246227164,148.48058697378872,16397.873762376228,189790.0,2.232,0.14063613861386143,23164.09247842169,0.16540443896424162,0.18260714285714286,5.505049261083744,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,20.37,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2310.2714285714287,-3.1857142857142855,4.151428571428571,-27.17047065857143,1398-12-12,12
71652,IRN,Asia,Iran,3/3/2020,2336.0,835.0,320.143,77.0,11.0,8.714,27.473,9.82,3.765,0.906,0.129,0.102,3.96,279.16825522901763,14.893624966904952,32.18648143200642,59.88977184076943,28.539641278918637,5.748612425266441,329.17818374371194,148.44793116229812,16240.50866336633,189790.0,2.232,0.14017202970297032,22855.553637484583,0.1643945745992601,0.18261428571428573,5.504926108374384,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,20.37,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2161.042857142857,-2.9514285714285715,5.722857142857142,-25.415434227142857,1398-12-13,12
71653,IRN,Asia,Iran,3/4/2020,2922.0,586.0,397.571,92.0,15.0,10.429,34.365,6.892,4.676,1.082,0.176,0.123,3.07,279.0270055599683,14.892791104050835,32.17686347849319,59.851617419182475,28.551858591109955,5.751073303873148,329.28726502515224,148.41527535080752,16083.143564356433,189790.0,2.232,0.13970792079207922,22547.014796547475,0.16338471023427859,0.18262142857142857,5.504802955665024,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,20.37,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-2011.8142857142857,-2.717142857142857,7.2942857142857145,-23.660397795714285,1398-12-14,12
71654,IRN,Asia,Iran,3/5/2020,3513.0,591.0,466.857,107.0,15.0,11.571,41.315,6.951,5.491,1.258,0.176,0.136,2.58,278.88575589091874,14.891957241196717,32.16724552497996,59.81346299759551,28.564075903301276,5.7535341824798545,329.39634630659253,148.38261953931692,15925.77846534652,189790.0,2.232,0.13924381188118812,22238.475955610338,0.16237484586929718,0.18262857142857145,5.504679802955665,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,42.59,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-1862.5857142857144,-2.482857142857143,8.865714285714287,-21.905361364285714,1398-12-15,12
71655,IRN,Asia,Iran,3/6/2020,4747.0,1234.0,622.714,124.0,17.0,12.857,55.828,14.513,7.324,1.458,0.2,0.151,2.64,278.7445062218692,14.8911233783426,32.15762757146674,59.77530857600854,28.576293215492594,5.755995061086561,329.50542758803283,148.34996372782632,15768.413366336623,189790.0,2.232,0.13877970297029707,21929.93711467323,0.16136498150431566,0.1826357142857143,5.504556650246306,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,42.59,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-1713.357142857143,-2.2485714285714287,10.437142857142856,-20.150324932857142,1398-12-16,12
71656,IRN,Asia,Iran,3/7/2020,5823.0,1076.0,747.143,145.0,21.0,14.571,68.483,12.655,8.787,1.705,0.247,0.171,2.2,278.60325655281963,14.890289515488483,32.14800961795352,59.73715415442159,28.588510527683912,5.758455939693268,329.6145088694731,148.31730791633572,15611.048267326725,189790.0,2.232,0.13831559405940597,21621.398273736122,0.16035511713933415,0.18264285714285716,5.5044334975369456,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,42.59,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-1564.1285714285714,-2.0142857142857142,12.008571428571429,-18.39528850142857,1398-12-17,12
71657,IRN,Asia,Iran,3/8/2020,6566.0,743.0,798.286,194.0,49.0,20.0,77.221,8.738,9.388,2.282,0.576,0.235,1.63,278.4620068837701,14.889455652634366,32.13839166444029,59.69899973283462,28.60072783987523,5.760916818299974,329.7235901509134,148.28465210484512,15453.683168316828,189790.0,2.232,0.13785148514851486,21312.859432799014,0.15934525277435263,0.18265,5.504310344827586,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,42.59,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-1414.9,-1.78,13.58,-16.64025207,1398-12-18,12
71658,IRN,Asia,Iran,3/9/2020,7161.0,595.0,808.571,237.0,43.0,24.429,84.219,6.998,9.509,2.787,0.506,0.287,1.39,278.32075721472074,14.888621789780249,32.128773710927064,59.660845311247655,28.612945152066548,5.76337769690668,329.8326714323537,148.25199629335452,15296.318069306915,189790.0,2.232,0.13738737623762376,21004.320591861877,0.15833538840937111,0.18265714285714285,5.504187192118226,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,42.59,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-1024.7428571428572,-1.3085714285714287,17.10857142857143,-12.051720579999998,1398-12-19,12
71659,IRN,Asia,Iran,3/10/2020,8042.0,881.0,815.143,291.0,54.0,30.571,94.58,10.361,9.587,3.422,0.635,0.36,1.4,278.1795075456712,14.887787926926132,32.119155757413836,59.6226908896607,28.625162464257865,5.765838575513387,329.941752713794,148.21934048186392,15138.952970297018,189790.0,2.232,0.1369232673267327,20695.78175092477,0.1573255240443896,0.18266428571428572,5.504064039408867,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,42.59,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-634.5857142857143,-0.8371428571428572,20.63714285714286,-7.463189089999998,1398-12-20,12
71660,IRN,Asia,Iran,3/11/2020,9000.0,958.0,868.286,354.0,63.0,37.429,105.847,11.267,10.212,4.163,0.741,0.44,1.59,278.0382578766216,14.886954064072015,32.109537803900615,59.584536468073736,28.637379776449183,5.768299454120093,330.0508339952343,148.18668467037332,14981.58787128712,189790.0,2.232,0.1364591584158416,20387.24290998766,0.15631565967940808,0.18267142857142857,5.503940886699508,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,48.15,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,-244.42857142857133,-0.3657142857142859,24.165714285714287,-2.874657599999999,1398-12-21,12
71661,IRN,Asia,Iran,3/12/2020,10075.0,1075.0,937.429,429.0,75.0,46.0,118.489,12.643,11.025,5.045,0.882,0.541,1.62,277.89700820757207,14.886120201217897,32.099919850387394,59.54638204648677,28.6495970886405,5.7707603327268,330.1599152766746,148.15402885888273,14824.222772277222,189790.0,2.232,0.1359950495049505,20078.704069050553,0.15530579531442656,0.18267857142857144,5.5038177339901475,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,48.15,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,145.7285714285715,0.10571428571428565,27.694285714285716,1.7138738900000021,1398-12-22,12
71662,IRN,Asia,Iran,3/13/2020,11364.0,1289.0,945.286,514.0,85.0,55.714,133.649,15.16,11.117,6.045,1.0,0.655,1.56,277.7557585385225,14.88528633836378,32.090301896874166,59.50822762489982,28.66181440083182,5.773221211333507,330.2689965581149,148.12137304739213,14666.857673267325,189790.0,2.232,0.1355309405940594,19770.165228113445,0.15429593094944505,0.18268571428571428,5.503694581280788,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,48.15,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,535.8857142857144,0.5771428571428572,31.222857142857144,6.302405380000003,1398-12-23,12
71663,IRN,Asia,Iran,3/14/2020,12729.0,1365.0,986.571,611.0,97.0,66.571,149.702,16.053,11.603,7.186,1.141,0.783,1.55,277.6145088694732,14.884452475509663,32.08068394336094,59.47007320331285,28.674031713023137,5.775682089940213,330.3780778395552,148.08871723590153,14509.492574257412,189790.0,2.232,0.13506683168316835,19461.626387176308,0.15328606658446364,0.18269285714285716,5.503571428571428,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,48.15,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,926.0428571428574,1.0485714285714283,34.751428571428576,10.89093687,1398-12-24,12
71664,IRN,Asia,Iran,3/15/2020,13938.0,1209.0,1053.143,724.0,113.0,75.714,163.921,14.219,12.386,8.515,1.329,0.89,1.4,277.4732592004236,14.883618612655546,32.07106598984772,59.431918781725884,28.686249025214455,5.77814296854692,330.4871591209955,148.05606142441093,14352.127475247515,189790.0,2.232,0.13460272277227725,19153.0875462392,0.15227620221948213,0.1827,5.503448275862069,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,48.15,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,1316.2,1.52,38.28,15.47946836,1398-12-25,12
71665,IRN,Asia,Iran,3/16/2020,14991.0,1053.0,1118.571,853.0,129.0,88.0,176.305,12.384,13.155,10.032,1.517,1.035,1.27,277.33200953137407,14.882784749801429,32.0614480363345,59.39376436013892,28.698466337405772,5.7806038471536265,330.5962404024358,148.02340561292033,14194.762376237617,189790.0,2.232,0.13413861386138615,18844.54870530209,0.1512663378545006,0.18270714285714287,5.50332512315271,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,48.15,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,1964.3285714285716,2.2014285714285715,43.160000000000004,23.101931294285716,1398-12-26,12
71666,IRN,Asia,Iran,3/17/2020,16169.0,1178.0,1161.0,988.0,135.0,99.571,190.159,13.854,13.654,11.62,1.588,1.171,1.19,277.1907598623245,14.881950886947312,32.05183008282127,59.355609938551964,28.71068364959709,5.783064725760332,330.7053216838761,147.99074980142973,14037.39727722772,189790.0,2.232,0.13367450495049504,18536.009864364984,0.1502564734895191,0.18271428571428572,5.5032019704433495,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,48.15,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,2612.457142857143,2.8828571428571426,48.04,30.72439422857143,1398-12-27,12
71667,IRN,Asia,Iran,3/18/2020,17361.0,1192.0,1194.429,1135.0,147.0,111.571,204.178,14.019,14.047,13.348,1.729,1.312,1.21,277.04951019327495,14.881117024093196,32.04221212930804,59.317455516965,28.722900961788408,5.785525604367039,330.8144029653164,147.9580939899391,13880.032178217807,189790.0,2.232,0.133210396039604,18227.471023427846,0.14924660912453758,0.1827214285714286,5.50307881773399,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,48.15,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,3260.585714285715,3.564285714285714,52.92,38.34685716285715,1398-12-28,12
71668,IRN,Asia,Iran,3/19/2020,18407.0,1046.0,1190.286,1284.0,149.0,122.143,216.48,12.302,13.999,15.101,1.752,1.436,1.14,276.9082605242256,14.88028316123908,32.03259417579482,59.27930109537803,28.735118273979726,5.7879864829737455,330.9234842467567,147.9254381784485,13722.66707920791,189790.0,2.232,0.1327462871287129,17918.93218249074,0.14823674475955606,0.18272857142857143,5.502955665024631,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,51.85,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,3908.7142857142862,4.2457142857142856,57.8,45.96932009714286,1398-12-29,12
71669,IRN,Asia,Iran,3/20/2020,19644.0,1237.0,1182.857,1433.0,149.0,131.286,231.028,14.548,13.911,16.853,1.752,1.544,1.08,276.76701085517607,14.879449298384962,32.0229762222816,59.24114667379108,28.747335586171044,5.790447361580452,331.032565528197,147.8927823669579,13565.301980198012,189790.0,2.232,0.1322821782178218,17610.39334155363,0.14722688039457454,0.18273571428571428,5.502832512315271,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,51.85,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,4556.842857142858,4.927142857142857,62.68,53.59178303142858,1399-01-01,1
71670,IRN,Asia,Iran,3/21/2020,20610.0,966.0,1125.857,1556.0,123.0,135.0,242.389,11.361,13.241,18.3,1.447,1.588,1.06,276.6257611861265,14.878615435530845,32.01335826876837,59.20299225220411,28.75955289836236,5.792908240187159,331.1416468096373,147.8601265554673,13407.936881188114,189790.0,2.232,0.13181806930693069,17301.854500616522,0.14621701602959303,0.18274285714285715,5.502709359605912,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,51.85,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,5204.971428571429,5.6085714285714285,67.56,61.21424596571429,1399-01-02,1
71671,IRN,Asia,Iran,3/22/2020,21638.0,1028.0,1100.0,1685.0,129.0,137.286,254.479,12.09,12.937,19.817,1.517,1.615,1.16,276.48451151707695,14.877781572676728,32.00374031525514,59.164837830617145,28.77177021055368,5.795369118793865,331.2507280910776,147.8274707439767,13250.571782178202,189790.0,2.232,0.13135396039603964,16993.315659679385,0.1452071516646115,0.18275,5.502586206896551,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,57.41,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,5853.1,6.29,72.44,68.8367089,1399-01-03,1
71672,IRN,Asia,Iran,3/23/2020,23049.0,1411.0,1151.143,1812.0,127.0,137.0,271.073,16.594,13.538,21.31,1.494,1.611,1.37,276.3432618480274,14.87694770982261,31.99412236174192,59.12668340903019,28.783987522744997,5.797829997400572,331.3598093725179,147.7948149324861,13093.206683168304,189790.0,2.232,0.13088985148514853,16684.776818742277,0.1441972872996301,0.18275714285714287,5.502463054187192,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,57.41,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,5995.257142857143,6.362857142857143,63.93714285714286,70.50858019142858,1399-01-04,1
71673,IRN,Asia,Iran,3/24/2020,24811.0,1762.0,1234.571,1934.0,122.0,135.143,291.795,20.722,14.519,22.745,1.435,1.589,1.55,276.20201217897807,14.876113846968494,31.984504408228695,59.088528987443226,28.796204834936315,5.800290876007279,331.46889065395817,147.7621591209955,12935.841584158406,189790.0,2.232,0.13042574257425743,16376.237977805169,0.1431874229346486,0.1827642857142857,5.502339901477833,people tested,0.0,0.0,100691.0,56539.0,3000.0,3000.0,0.0,0.0,0.12,0.07,35.0,3000.0,0.004,57.41,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,50.79087199051063,1.5,76.68,0.783,6137.414285714286,6.435714285714286,55.434285714285714,72.18045148285715,1399-01-05,1
